Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
55,"S Talukdar, MW Naikoo, J Mallick, B Praveen…","Coupling geographic information system integrated fuzzy logic-analytical hierarchy process with global and machine learning based sensitivity analysis for agricultural …",2022,"Agricultural …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0308521X21002961","https://scholar.google.com/scholar?cites=14673761714374341442&as_sdt=2005&sciodt=2007&hl=en",289,"2024-11-03 23:59:31","","","","",,,,,55,27.50,11,5,2,"… and formulating effective agricultural management strategies required for smart agriculture. … The present study was conducted to construct India's robust agricultural suitability model by …","","https://scholar.google.com/scholar?q=related:QnMCyIiso8sJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
55,"A Hai, G Bharath, MFA Patah, WMAW Daud…","Machine learning models for the prediction of total yield and specific surface area of biochar derived from agricultural biomass by pyrolysis",2023,"… Technology &Innovation","Elsevier","https://www.sciencedirect.com/science/article/pii/S2352186423000676","https://scholar.google.com/scholar?cites=2884445813689831246&as_sdt=2005&sciodt=2007&hl=en",290,"2024-11-03 23:59:31","HTML","","","",,,,,55,55.00,11,5,1,"… Herein, data were collected from the already published literature on the pyrolysis of agricultural biomasses to train and test the supervised machine learning (SML) models for the …","https://www.sciencedirect.com/science/article/pii/S2352186423000676","https://scholar.google.com/scholar?q=related:Tk_YYi-cBygJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
22,"M Gopinath, FA Batarseh, J Beckman","Machine learning in gravity models: An application to agricultural trade",2020,"","nber.org","https://www.nber.org/papers/w27151","https://scholar.google.com/scholar?cites=10323263311391692652&as_sdt=2005&sciodt=2007&hl=en",291,"2024-11-03 23:59:31","","","","",,,,,22,5.50,7,3,4,"… on seven major agricultural commodities with a long history of trade, this study employed datadriven and deep-learning processes: supervised and unsupervised machine learning (ML) …","https://www.nber.org/system/files/working_papers/w27151/w27151.pdf","https://scholar.google.com/scholar?q=related:bBdTZkmZQ48J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
8,"C Wang","Intelligent agricultural greenhouse control system based on internet of things and machine learning",2024,"arXiv preprint arXiv:2402.09488","arxiv.org","https://arxiv.org/abs/2402.09488","https://scholar.google.com/scholar?cites=3013356666296393013&as_sdt=2005&sciodt=2007&hl=en",292,"2024-11-03 23:59:31","","","","",,,,,8,8.00,8,1,1,"… of agriculture. To redress this challenge, the study introduces IoT technology and machine learning algorithms into greenhouse agriculture, aspiring to institute an intelligent agricultural …","https://arxiv.org/pdf/2402.09488","https://scholar.google.com/scholar?q=related:Nd0mLOyX0SkJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
22,"ME Omeka","Evaluation and prediction of irrigation water quality of an agricultural district, SE Nigeria: an integrated heuristic GIS-based and machine learning approach",2024,"Environmental Science and Pollution Research","Springer","https://link.springer.com/article/10.1007/s11356-022-25119-6","https://scholar.google.com/scholar?cites=1385240992811821567&as_sdt=2005&sciodt=2007&hl=en",293,"2024-11-03 23:59:31","","10.1007/s11356-022-25119-6","","",,,,,22,22.00,22,1,1,"… Poor irrigation water quality can mar agricultural productivity. Traditional … machine learning can serve as rapid decision-making tools for proper planning and enhanced agricultural …","https://www.researchsquare.com/article/rs-1995778/latest.pdf","https://scholar.google.com/scholar?q=related:_6nb-FddORMJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
7,"A Kumar, R Bhramaramba","Adapting mining into agriculture sector with machine learning techniques",2017,"Int. J. Control Autom","researchgate.net","https://www.researchgate.net/profile/Bhramaramba-Ravi/publication/319048805_Adapting_Mining_into_Agriculture_Sector_with_Machine_Learning_Techniques/links/5b0632b54585157f870935d7/Adapting-Mining-into-Agriculture-Sector-with-Machine-Learning-Techniques.pdf","https://scholar.google.com/scholar?cites=3347324763996989446&as_sdt=2005&sciodt=2007&hl=en",294,"2024-11-03 23:59:31","PDF","","","",,,,,7,1.00,4,2,7,"… the conceivable scenarios, Machine Learning adopts a generalized … machine learning techniques like Decision Tree and Support Vector Machines which will be applied on agricultural …","https://www.researchgate.net/profile/Bhramaramba-Ravi/publication/319048805_Adapting_Mining_into_Agriculture_Sector_with_Machine_Learning_Techniques/links/5b0632b54585157f870935d7/Adapting-Mining-into-Agriculture-Sector-with-Machine-Learning-Techniques.pdf","https://scholar.google.com/scholar?q=related:BqjoUSMWdC4J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
5,"AN Abougreen, C Chakraborty","Applications of machine learning and internet of things in agriculture",2021,"Green Technological Innovation for …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-73295-0_12","https://scholar.google.com/scholar?cites=13796303175195751406&as_sdt=2005&sciodt=2007&hl=en",295,"2024-11-03 23:59:31","","10.1007/978-3-030-73295-0_12","","",,,,,5,1.67,3,2,3,"… Machine learning … agricultural data obtained and accordingly analyze data for predicting the output. This chapter highlights the work done in agriculture field using machine learning and …","https://www.researchgate.net/profile/Sayam-Aroonsrimorakot/publication/361788877_128_Green_Book_Springer_p210-231/links/62c53c14a306865ac92399a3/128-Green-Book-Springer-p210-231.pdf#page=257","https://scholar.google.com/scholar?q=related:7vMiU6RQdr8J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
12,"K Malarvizhi, S Karthik, MG SG","Machine learning and internet of things based smart agriculture",2020,"2020 6th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9074472/","https://scholar.google.com/scholar?cites=10485859743654627626&as_sdt=2005&sciodt=2007&hl=en",296,"2024-11-03 23:59:31","","","","",,,,,12,3.00,4,3,4,"… machine learning and machine vision by using descriptors of textures and contours, and the usage of algorithms for deep learning … of weed detection in agricultural fields. Due to the …","","https://scholar.google.com/scholar?q=related:KkkaYeFBhZEJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
31,"L Chen, Y Yuan","Agricultural disease image dataset for disease identification based on machine learning",2019,"Big Scientific Data Management: First International …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-28061-1_26","https://scholar.google.com/scholar?cites=8304148141444819456&as_sdt=2005&sciodt=2007&hl=en",297,"2024-11-03 23:59:31","","10.1007/978-3-030-28061-1_26","","",,,,,31,6.20,16,2,5,"… In recent years, computer vision and machine learning have been widely used for agricultural … of deep learning method, some achievements have been made in the filed of agricultural …","","https://scholar.google.com/scholar?q=related:AOoJxbxCPnMJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
15,"FJ López-Andreu, JA López-Morales, M Erena…","Monitoring system for the management of the common agricultural policy using machine learning and remote sensing",2022,"Electronics","mdpi.com","https://www.mdpi.com/2079-9292/11/3/325","https://scholar.google.com/scholar?cites=4133839795257443140&as_sdt=2005&sciodt=2007&hl=en",298,"2024-11-03 23:59:31","HTML","","","",,,,,15,7.50,4,4,2,"… Using AI and remote sensing technologies makes it possible to improve agriculture-related … images to improve agricultural decision making: to enhance precision agriculture by focusing …","https://www.mdpi.com/2079-9292/11/3/325","https://scholar.google.com/scholar?q=related:RIOxSmRZXjkJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
9,"V Viswanatha, AC Ramachandra…","Implementation of Smart Security System in Agriculture fields Using Embedded Machine Learning",2023,"2023 International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10200240/","https://scholar.google.com/scholar?cites=10214118350252603780&as_sdt=2005&sciodt=2007&hl=en",299,"2024-11-03 23:59:31","","","","",,,,,9,9.00,3,3,1,"… machine learning that focuses on the effectiveness of machine learning on extremely constrained edge machines, is flourishing. Deep learning techniques are being used more …","","https://scholar.google.com/scholar?q=related:hPma2IXWv40J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
3,"S Choudhury, R Singh, A Gehlot, P Kuchhal…","Agriculture field automation and digitization using internet of things and machine learning",2022,"Journal of …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1155/2022/9042382","https://scholar.google.com/scholar?cites=1540709438993169473&as_sdt=2005&sciodt=2007&hl=en",300,"2024-11-03 23:59:31","","10.1155/2022/9042382","","",,,,,3,1.50,1,5,2,"… for performing machine learning analyses. The data is fed to a machine learning model and … collected from the sensors and machine learning outcomes, a cloud server is developed. …","https://onlinelibrary.wiley.com/doi/pdf/10.1155/2022/9042382","https://scholar.google.com/scholar?q=related:QXxHXRKzYRUJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
1,"GM Kartick, S Jena, M Ramadas, J Padhi…","Streamflow prediction model for agriculture dominated tropical watershed using machine learning and hierarchical predictor selection algorithms",2024,"Journal of Hydrology …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2214581824002441","https://scholar.google.com/scholar?cites=645829778760788389&as_sdt=2005&sciodt=2007&hl=en",301,"2024-11-03 23:59:31","HTML","","","",,,,,1,1.00,0,5,1,"… This study attempted to develop a generalizable machine learning (ML)-based streamflow prediction model implementing prediction selection algorithms to the physiographic …","https://www.sciencedirect.com/science/article/pii/S2214581824002441","https://scholar.google.com/scholar?q=related:pelnFMNy9ggJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
6,"CH Kuan, Y Leu, WS Lin, CP Lee","The estimation of the long-term agricultural output with a robust machine learning prediction model",2022,"Agriculture","mdpi.com","https://www.mdpi.com/2077-0472/12/8/1075","https://scholar.google.com/scholar?cites=462928198850265671&as_sdt=2005&sciodt=2007&hl=en",302,"2024-11-03 23:59:31","HTML","","","",,,,,6,3.00,2,4,2,"… This study proposes a robust machine-learning model for long-term agricultural output … a) as the MBO/SVR model is a hybrid machine-learning prediction model, it is not able to consider …","https://www.mdpi.com/2077-0472/12/8/1075","https://scholar.google.com/scholar?q=related:R0L7gL6mbAYJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
23,"D Radočaj, M Jurišić","GIS-based cropland suitability prediction using machine learning: A novel approach to sustainable agricultural production",2022,"Agronomy","mdpi.com","https://www.mdpi.com/2073-4395/12/9/2210","https://scholar.google.com/scholar?cites=17554898709477816175&as_sdt=2005&sciodt=2007&hl=en",303,"2024-11-03 23:59:31","HTML","","","",,,,,23,11.50,12,2,2,"… The suitability level for the whole agricultural region in the research area was calculated using the machine learning algorithms Random Forest and Support Vector Machine based on …","https://www.mdpi.com/2073-4395/12/9/2210","https://scholar.google.com/scholar?q=related:b3djzl2Hn_MJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
142,"X Li, W Chen, X Cheng, L Wang","A comparison of machine learning algorithms for mapping of complex surface-mined and agricultural landscapes using ZiYuan-3 stereo satellite imagery",2016,"Remote sensing","mdpi.com","https://www.mdpi.com/2072-4292/8/6/514","https://scholar.google.com/scholar?cites=1919252169108458142&as_sdt=2005&sciodt=2007&hl=en",304,"2024-11-03 23:59:31","HTML","","","",,,,,142,17.75,36,4,8,"Land cover mapping (LCM) in complex surface-mined and agricultural landscapes could contribute greatly to regulating mine exploitation and protecting mine geo-environments. …","https://www.mdpi.com/2072-4292/8/6/514","https://scholar.google.com/scholar?q=related:noob3q2NohoJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
1,"K Halder, AK Srivastava, A Ghosh, R Nabik…","… of bagging and boosting ensemble machine learning techniques for groundwater potential mapping in a drought-prone agriculture region of eastern India",2024,"Environmental Sciences …","Springer","https://link.springer.com/article/10.1186/s12302-024-00981-y","https://scholar.google.com/scholar?cites=16626383196516971651&as_sdt=2005&sciodt=2007&hl=en",305,"2024-11-03 23:59:31","HTML","10.1186/s12302-024-00981-y","","",,,,,1,1.00,0,5,1,"… Bankura district of West Bengal using four machine learning methods: Random Forest (RF), … resources effectively using advanced machine learning techniques. The findings provide a …","https://link.springer.com/article/10.1186/s12302-024-00981-y","https://scholar.google.com/scholar?q=related:g_TqR23HvOYJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
3,"MF Hashmi, AG Kesakr","Machine Learning and Deep Learning for Smart Agriculture and Applications",2023,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=75nUEAAAQBAJ&oi=fnd&pg=PR1&dq=machine+learning+in+agriculture&ots=tEMD4Qu5eW&sig=5ElJtgGfdSNrvpeYgI6gkR0ptow","https://scholar.google.com/scholar?cites=12909878704533521987&as_sdt=2005&sciodt=2007&hl=en",306,"2024-11-03 23:59:31","BOOK","","","",,,,,3,3.00,2,2,1,"… various machine learning and deep learning techniques. The objective of the book is to find out how agriculture is involved with prepared and efficient profound learning algorithms. …","","https://scholar.google.com/scholar?q=related:Q8YZRUgaKbMJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
